abbreviation,band,chebl_id,chromosome,description,ensembl_gene,ensembl_trans,entrez_id,gend,gene_number,gene_type,genecards,genes_id,goTermAccession,goTermDefinition,goTermName,gstart,humanProteomeAtlasAB,lastModified,mimAccession,mimDescription,modifiedBy,strand,symbol,tend,tstart,ucsc,uniprot_gname,url,wikigene
,,CHEMBL2062351,18,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:HGNC:823]",ENSG00000152234,ENST00000398752,498,46104334,498.1,,,403,,,,46080248,,2015-06-09T13:57:57Z,,,,,ATP5A1,46098353,46080248,,ATP5A1,http://vmh.uni.lu/_api/genes/403/?format=pcsv,
,,CHEMBL2062351,18,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:HGNC:823]",ENSG00000152234,ENST00000398752,498,46104334,498.3,,,404,,,,46080248,,2015-06-09T13:57:57Z,,,,,ATP5A1,46098353,46080248,,ATP5A1,http://vmh.uni.lu/_api/genes/404/?format=pcsv,
,,,11,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G [Source:HGNC Symbol;Acc:HGNC:14247]",ENSG00000167283,ENST00000300688,10632,118431496,10632.1,,,405,,,,118401154,,2015-06-09T13:57:57Z,,,,,ATP5L,118409851,118401154,,ATP5L,http://vmh.uni.lu/_api/genes/405/?format=pcsv,
,,CHEMBL2311231,CHR_HSCHR17_2_CTG5,N-ethylmaleimide-sensitive factor [Source:HGNC Symbol;Acc:HGNC:8016],ENSG00000276262,ENST00000620290,4905,46586369,4905.1,,,406,,,,46419843,,2015-06-09T13:57:57Z,,,,,NSF,46586369,46419843,,NSF,http://vmh.uni.lu/_api/genes/406/?format=pcsv,
,,,17,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d [Source:HGNC Symbol;Acc:HGNC:845]",ENSG00000167863,ENST00000301587,10476,75046985,10476.1,,,407,,,,75038863,,2015-06-09T13:57:57Z,,,,,ATP5H,75046963,75038863,,ATP5H,http://vmh.uni.lu/_api/genes/407/?format=pcsv,
,,,7,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 [Source:HGNC Symbol;Acc:HGNC:848]",ENSG00000241468,ENST00000414062,9551,99466331,9551.3,,,408,,,,99448475,,2015-06-09T13:57:57Z,,,,,ATP5J2,99466165,99448956,,ATP5J2,http://vmh.uni.lu/_api/genes/408/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]",ENSG00000154723,ENST00000400099,522,25735673,522.5,,,409,,,,25716503,,2015-06-09T13:57:57Z,,,,,ATP5J,25735027,25716503,,ATP5J,http://vmh.uni.lu/_api/genes/409/?format=pcsv,
,,,17,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:841]",ENSG00000159199,ENST00000355938,516,48895871,516.2,,,410,,,,48892765,,2015-06-09T13:57:57Z,,,,,ATP5G1,48895871,48892765,,ATP5G1,http://vmh.uni.lu/_api/genes/410/?format=pcsv,
,,,4,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:HGNC Symbol;Acc:HGNC:846]",ENSG00000169020,ENST00000304312,521,674338,521.1,,,411,,,,672436,,2015-06-09T13:57:57Z,,,,,ATP5I,674338,672436,,ATP5I,http://vmh.uni.lu/_api/genes/411/?format=pcsv,
,,,1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 [Source:HGNC Symbol;Acc:HGNC:840]",ENSG00000116459,ENST00000369722,515,111462773,515.1,,,412,,,,111448864,,2015-06-09T13:57:57Z,,,,,ATP5F1,111462773,111448936,,ATP5F1,http://vmh.uni.lu/_api/genes/412/?format=pcsv,
,,,2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:843]",ENSG00000154518,ENST00000284727,518,175184607,518.3,,,413,,,,175176258,,2015-06-09T13:57:57Z,,,,,ATP5G3,175184607,175176258,,ATP5G3,http://vmh.uni.lu/_api/genes/413/?format=pcsv,
,,,1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 [Source:HGNC Symbol;Acc:HGNC:840]",ENSG00000116459,ENST00000369722,515,111462773,515.2,,,414,,,,111448864,,2015-06-09T13:57:57Z,,,,,ATP5F1,111462773,111448936,,ATP5F1,http://vmh.uni.lu/_api/genes/414/?format=pcsv,
,,,17,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d [Source:HGNC Symbol;Acc:HGNC:845]",ENSG00000167863,ENST00000301587,10476,75046985,10476.2,,,415,,,,75038863,,2015-06-09T13:57:57Z,,,,,ATP5H,75046963,75038863,,ATP5H,http://vmh.uni.lu/_api/genes/415/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]",ENSG00000154723,ENST00000400099,522,25735673,522.3,,,416,,,,25716503,,2015-06-09T13:57:57Z,,,,,ATP5J,25735027,25716503,,ATP5J,http://vmh.uni.lu/_api/genes/416/?format=pcsv,
,,,12,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:842]",ENSG00000135390,ENST00000602871,517,53677408,517.2,,,417,,,,53632726,,2015-06-09T13:57:57Z,,,,,ATP5G2,53676115,53665166,,ATP5G2,http://vmh.uni.lu/_api/genes/417/?format=pcsv,
,,,7,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 [Source:HGNC Symbol;Acc:HGNC:848]",ENSG00000241468,ENST00000414062,9551,99466331,9551.2,,,418,,,,99448475,,2015-06-09T13:57:57Z,,,,,ATP5J2,99466165,99448956,,ATP5J2,http://vmh.uni.lu/_api/genes/418/?format=pcsv,
,,,2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:843]",ENSG00000154518,ENST00000284727,518,175184607,518.2,,,419,,,,175176258,,2015-06-09T13:57:57Z,,,,,ATP5G3,175184607,175176258,,ATP5G3,http://vmh.uni.lu/_api/genes/419/?format=pcsv,
,,,7,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 [Source:HGNC Symbol;Acc:HGNC:848]",ENSG00000241468,ENST00000414062,9551,99466331,9551.1,,,420,,,,99448475,,2015-06-09T13:57:57Z,,,,,ATP5J2,99466165,99448956,,ATP5J2,http://vmh.uni.lu/_api/genes/420/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]",ENSG00000154723,ENST00000400099,522,25735673,522.4,,,421,,,,25716503,,2015-06-09T13:57:57Z,,,,,ATP5J,25735027,25716503,,ATP5J,http://vmh.uni.lu/_api/genes/421/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]",ENSG00000154723,ENST00000400099,522,25735673,522.2,,,422,,,,25716503,,2015-06-09T13:57:57Z,,,,,ATP5J,25735027,25716503,,ATP5J,http://vmh.uni.lu/_api/genes/422/?format=pcsv,
,,,1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 [Source:HGNC Symbol;Acc:HGNC:840]",ENSG00000116459,ENST00000369722,515,111462773,515.3,,,423,,,,111448864,,2015-06-09T13:57:57Z,,,,,ATP5F1,111462773,111448936,,ATP5F1,http://vmh.uni.lu/_api/genes/423/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]",ENSG00000154723,ENST00000400099,522,25735673,522.1,,,424,,,,25716503,,2015-06-09T13:57:57Z,,,,,ATP5J,25735027,25716503,,ATP5J,http://vmh.uni.lu/_api/genes/424/?format=pcsv,
,,,12,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:842]",ENSG00000135390,ENST00000602871,517,53677408,517.1,,,425,,,,53632726,,2015-06-09T13:57:57Z,,,,,ATP5G2,53676115,53665166,,ATP5G2,http://vmh.uni.lu/_api/genes/425/?format=pcsv,
,,,17,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:841]",ENSG00000159199,ENST00000355938,516,48895871,516.1,,,426,,,,48892765,,2015-06-09T13:57:57Z,,,,,ATP5G1,48895871,48892765,,ATP5G1,http://vmh.uni.lu/_api/genes/426/?format=pcsv,
,,,2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:843]",ENSG00000154518,ENST00000284727,518,175184607,518.1,,,427,,,,175176258,,2015-06-09T13:57:57Z,,,,,ATP5G3,175184607,175176258,,ATP5G3,http://vmh.uni.lu/_api/genes/427/?format=pcsv,
,,,14,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B) [Source:HGNC Symbol;Acc:HGNC:18799]",ENSG00000125375,ENST00000245448,27109,50335558,27109.1,,,428,,,,50312326,,2015-06-09T13:57:57Z,,,,,ATP5S,50326226,50312329,,ATP5S,http://vmh.uni.lu/_api/genes/428/?format=pcsv,
,,,21,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit [Source:HGNC Symbol;Acc:HGNC:850]",ENSG00000241837,ENST00000431254,539,33915980,539.1,,,429,,,,33903453,,2015-06-09T13:57:57Z,,,,,ATP5O,33915761,33903453,,ATP5O,http://vmh.uni.lu/_api/genes/429/?format=pcsv,
,,,22,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2 [Source:HGNC Symbol;Acc:HGNC:13213]",ENSG00000249222,ENST00000505920,267020,42640601,267020.1,,,430,,,,42639803,,2015-06-09T13:57:57Z,,,,,ATP5L2,42640601,42639803,,ATP5L2,http://vmh.uni.lu/_api/genes/430/?format=pcsv,
,,,4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:HGNC:10990]",ENSG00000151729,ENST00000281456,291,185150382,291.1,,,431,,,,185143241,,2015-06-09T13:57:57Z,,,,,SLC25A4,185150382,185143241,,SLC25A4,http://vmh.uni.lu/_api/genes/431/?format=pcsv,
,,,X,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:HGNC:10992]",ENSG00000169100,ENST00000381401,293,1392724,293.1,,,432,,,,1386152,,2015-06-09T13:57:57Z,,,,,SLC25A6,1392724,1386152,,SLC25A6,http://vmh.uni.lu/_api/genes/432/?format=pcsv,
,,,X,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]",ENSG00000005022,ENST00000317881,292,119471319,292.1,,,433,,,,119468400,,2015-06-09T13:57:57Z,,,,,SLC25A5,119471319,119468400,,SLC25A5,http://vmh.uni.lu/_api/genes/433/?format=pcsv,
,,CHEMBL1914272,12,"scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:HGNC:1664]",ENSG00000073060,ENST00000339570,949,124882668,949.1,,,434,,,,124776856,,2015-06-09T13:57:57Z,,,,,SCARB1,124863917,124776856,,SCARB1,http://vmh.uni.lu/_api/genes/434/?format=pcsv,
,,CHEMBL2027,7,NPC1-like 1 [Source:HGNC Symbol;Acc:HGNC:7898],ENSG00000015520,ENST00000289547,29881,44541315,29881.1,,,435,,,,44512535,,2015-06-09T13:57:57Z,,,,,NPC1L1,44541315,44512535,,NPC1L1,http://vmh.uni.lu/_api/genes/435/?format=pcsv,
MANBA,,CHEMBL3903,4,"mannosidase, beta A, lysosomal [Source:HGNC Symbol;Acc:HGNC:6831]",ENSG00000109323,ENST00000226578,4126,102760994,4126.1,,,436,,,,102631488,,2015-07-01T19:32:56Z,,,,,MANBA,102760994,102631893,,MANBA,http://vmh.uni.lu/_api/genes/436/?format=pcsv,
,,,3,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]",ENSG00000169255,ENST00000320474,8706,161105384,8706.4,,,437,,,,161083883,,2015-06-09T13:57:57Z,,,,,B3GALNT1,161105324,161083883,,B3GALNT1,http://vmh.uni.lu/_api/genes/437/?format=pcsv,
,,,3,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]",ENSG00000169255,ENST00000320474,8706,161105384,8706.1,,,438,,,,161083883,,2015-06-09T13:57:57Z,,,,,B3GALNT1,161105324,161083883,,B3GALNT1,http://vmh.uni.lu/_api/genes/438/?format=pcsv,
,,,3,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]",ENSG00000169255,ENST00000320474,8706,161105384,8706.3,,,439,,,,161083883,,2015-06-09T13:57:57Z,,,,,B3GALNT1,161105324,161083883,,B3GALNT1,http://vmh.uni.lu/_api/genes/439/?format=pcsv,
,,,3,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]",ENSG00000169255,ENST00000320474,8706,161105384,8706.2,,,440,,,,161083883,,2015-06-09T13:57:57Z,,,,,B3GALNT1,161105324,161083883,,B3GALNT1,http://vmh.uni.lu/_api/genes/440/?format=pcsv,
,,,CHR_HSCHR6_MHC_DBB_CTG1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:919]",ENSG00000235155,ENST00000419471,8705,33256746,8705.1,,,441,,,,33255053,,2015-06-09T13:57:57Z,,,,,B3GALT4,33256746,33255053,,B3GALT4,http://vmh.uni.lu/_api/genes/441/?format=pcsv,
,,CHEMBL2321635,21,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",ENSG00000183778,ENST00000380620,10317,39673137,10317.4,,,442,,,,39556442,,2015-06-09T13:57:57Z,,,,,B3GALT5,39673137,39556442,,B3GALT5,http://vmh.uni.lu/_api/genes/442/?format=pcsv,
,,CHEMBL2321635,21,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",ENSG00000183778,ENST00000380620,10317,39673137,10317.1,,,443,,,,39556442,,2015-06-09T13:57:57Z,,,,,B3GALT5,39673137,39556442,,B3GALT5,http://vmh.uni.lu/_api/genes/443/?format=pcsv,
,,CHEMBL2321635,21,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",ENSG00000183778,ENST00000380620,10317,39673137,10317.3,,,444,,,,39556442,,2015-06-09T13:57:57Z,,,,,B3GALT5,39673137,39556442,,B3GALT5,http://vmh.uni.lu/_api/genes/444/?format=pcsv,
,,CHEMBL2321635,21,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",ENSG00000183778,ENST00000380620,10317,39673137,10317.2,,,445,,,,39556442,,2015-06-09T13:57:57Z,,,,,B3GALT5,39673137,39556442,,B3GALT5,http://vmh.uni.lu/_api/genes/445/?format=pcsv,
,,CHEMBL2321635,21,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",ENSG00000183778,ENST00000380620,10317,39673137,10317.5,,,446,,,,39556442,,2015-06-09T13:57:57Z,,,,,B3GALT5,39673137,39556442,,B3GALT5,http://vmh.uni.lu/_api/genes/446/?format=pcsv,
,,,3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]",ENSG00000176597,ENST00000326505,84002,183298504,84002.1,,,447,,,,183253244,,2015-06-09T13:57:57Z,,,,,B3GNT5,183273391,183253244,,B3GNT5,http://vmh.uni.lu/_api/genes/447/?format=pcsv,
BAAT,,,CHR_HSCHR9_1_CTG5,bile acid CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932],ENSG00000276559,ENST00000621712,570,101381063,570.1,,,448,,,,101370006,,2015-07-01T19:32:56Z,,,,,BAAT,101381063,101370006,,BAAT,http://vmh.uni.lu/_api/genes/448/?format=pcsv,
HLCS,,CHEMBL2062354,21,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) [Source:HGNC Symbol;Acc:HGNC:4976],ENSG00000159267,ENST00000336648,3141,36990236,3141.1,,,449,,,,36750888,,2015-07-01T19:32:56Z,,,,,HLCS,36990236,36750888,,HLCS,http://vmh.uni.lu/_api/genes/449/?format=pcsv,
,,,20,"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11018]",ENSG00000101438,ENST00000217420,140679,38729372,140679.1,,,450,,,,38724462,,2015-06-09T13:57:57Z,,,,,SLC32A1,38729372,38724462,,SLC32A1,http://vmh.uni.lu/_api/genes/450/?format=pcsv,
,,CHEMBL2163175,11,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:HGNC Symbol;Acc:HGNC:964]",ENSG00000129151,ENST00000529202,8424,27127809,8424.1,,,451,,,,27040725,,2015-06-09T13:57:57Z,,,,,BBOX1,27127675,27040725,,BBOX1,http://vmh.uni.lu/_api/genes/451/?format=pcsv,
BCO1,,,16,beta-carotene oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:13815],ENSG00000135697,ENST00000258168,53630,81291142,53630.1,,,452,,,,81238448,,2015-07-01T19:32:57Z,,,,,BCMO1,81291142,81238448,,BCMO1,http://vmh.uni.lu/_api/genes/452/?format=pcsv,
,,,4,"glucosidase, beta, acid 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]",ENSG00000249948,ENST00000508166,57733,22819575,57733.1,,,453,,,,22692914,,2015-06-09T13:57:57Z,,,,,GBA3,22819575,22692914,,,http://vmh.uni.lu/_api/genes/453/?format=pcsv,
,,,CHR_HSCHR3_2_CTG3,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]",ENSG00000275544,ENST00000617317,622,197557389,622.2,,,454,,,,197511185,,2015-06-09T13:57:57Z,,,,,BDH1,197557389,197511185,,BDH1,http://vmh.uni.lu/_api/genes/454/?format=pcsv,
,,,CHR_HSCHR3_2_CTG3,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]",ENSG00000275544,ENST00000617317,622,197557389,622.3,,,455,,,,197511185,,2015-06-09T13:57:57Z,,,,,BDH1,197557389,197511185,,BDH1,http://vmh.uni.lu/_api/genes/455/?format=pcsv,
,,,CHR_HSCHR3_2_CTG3,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]",ENSG00000275544,ENST00000617317,622,197557389,622.1,,,456,,,,197511185,,2015-06-09T13:57:57Z,,,,,BDH1,197557389,197511185,,BDH1,http://vmh.uni.lu/_api/genes/456/?format=pcsv,
,,,16,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]",ENSG00000033011,ENST00000588623,56052,5087379,56052.1,,,457,,,,5033702,,2015-06-09T13:57:57Z,,,,,ALG1,5085390,5033960,,ALG1,http://vmh.uni.lu/_api/genes/457/?format=pcsv,
,,CHEMBL2163167,5,betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048],ENSG00000132840,ENST00000255192,23743,79089466,23743.1,,,458,,,,79069717,,2015-06-09T13:57:57Z,,,,,BHMT2,79089466,79069717,,BHMT2,http://vmh.uni.lu/_api/genes/458/?format=pcsv,
,,CHEMBL4328,5,betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047],ENSG00000145692,ENST00000274353,635,79132290,635.1,,,459,,,,79111779,,2015-06-09T13:57:57Z,,,,,BHMT,79132290,79111779,,BHMT,http://vmh.uni.lu/_api/genes/459/?format=pcsv,
,,CHEMBL1697668,12,"solute carrier organic anion transporter family, member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]",ENSG00000134538,ENST00000256958,10599,21239246,10599.1,,,460,,,,21131202,,2015-06-09T13:57:57Z,,,,,SLCO1B1,21239246,21131202,,SLCO1B1,http://vmh.uni.lu/_api/genes/460/?format=pcsv,
,,CHEMBL5748,10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2 [Source:HGNC Symbol;Acc:HGNC:53]",ENSG00000023839,ENST00000370449,1244,99852192,1244.1,,,461,,,,99782732,,2015-06-09T13:57:57Z,,,,,ABCC2,99852192,99782732,,ABCC2,http://vmh.uni.lu/_api/genes/461/?format=pcsv,
,,,17,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3 [Source:HGNC Symbol;Acc:HGNC:54]",ENSG00000108846,ENST00000515707,8714,50692252,8714.1,,,462,,,,50634777,,2015-06-09T13:57:57Z,,,,,ABCC3,50635915,50634777,,ABCC3,http://vmh.uni.lu/_api/genes/462/?format=pcsv,
,,,12,"solute carrier organic anion transporter family, member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]",ENSG00000111700,ENST00000540853,28234,20916911,28234.1,,,463,,,,20810702,,2015-06-09T13:57:57Z,,,,,SLCO1B3,20875381,20810702,,SLCO1B3,http://vmh.uni.lu/_api/genes/463/?format=pcsv,
,,,19,biliverdin reductase B (flavin reductase (NADPH)) [Source:HGNC Symbol;Acc:HGNC:1063],ENSG00000090013,ENST00000595483,645,40465840,645.1,,,464,,,,40447789,,2015-06-09T13:57:57Z,,,,,BLVRB,40465745,40447789,,BLVRB,http://vmh.uni.lu/_api/genes/464/?format=pcsv,
,,,7,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062],ENSG00000106605,ENST00000265523,644,43807342,644.1,,,465,,,,43758680,,2015-06-09T13:57:57Z,,,,,BLVRA,43807339,43758680,,BLVRA,http://vmh.uni.lu/_api/genes/465/?format=pcsv,
,,,15,"phosphatidylinositol glycan anchor biosynthesis, class B [Source:HGNC Symbol;Acc:HGNC:8959]",ENSG00000069943,ENST00000565367,9488,55355648,9488.1,,,466,,,,55318960,,2015-06-09T13:57:57Z,,,,,PIGB,55355647,55318960,,PIGB,http://vmh.uni.lu/_api/genes/466/?format=pcsv,
,,,1,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]",ENSG00000162813,ENST00000469520,10380,220090462,10380.1,,,467,,,,220057482,,2015-06-09T13:57:57Z,,,,,BPNT1,220090462,220057484,,BPNT1,http://vmh.uni.lu/_api/genes/467/?format=pcsv,
BTD,,,3,biotinidase [Source:HGNC Symbol;Acc:HGNC:1122],ENSG00000169814,ENST00000427382,686,15645822,686.1,,,468,,,,15601341,,2015-07-01T19:32:57Z,,,,,BTD,15635615,15601341,,BTD,http://vmh.uni.lu/_api/genes/468/?format=pcsv,
,,,2,"solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11041]",ENSG00000138074,ENST00000310574,8884,27212958,8884.1,,,469,,,,27199587,,2015-06-09T13:57:57Z,,,,,SLC5A6,27212286,27199587,,SLC5A6,http://vmh.uni.lu/_api/genes/469/?format=pcsv,
SLC19A3,,,2,"solute carrier family 19 (thiamine transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:16266]",ENSG00000135917,ENST00000425817,80704,227718012,80704.1,,,470,,,,227685210,,2015-07-01T19:32:57Z,,,,,SLC19A3,227718010,227685210,,SLC19A3,http://vmh.uni.lu/_api/genes/470/?format=pcsv,
,,,22,"ureidopropionase, beta [Source:HGNC Symbol;Acc:HGNC:16297]",ENSG00000100024,ENST00000415388,51733,24528390,51733.1,,,471,,,,24494107,,2015-06-09T13:57:57Z,,,,,UPB1,24526668,24494107,,UPB1,http://vmh.uni.lu/_api/genes/471/?format=pcsv,
,,,11,transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863],ENSG00000149809,ENST00000526809,7108,65116384,7108.1,,,472,,,,65111845,,2015-06-09T13:57:57Z,,,,,TM7SF2,65115514,65111845,,TM7SF2,http://vmh.uni.lu/_api/genes/472/?format=pcsv,
AUH,,,9,AU RNA binding protein/enoyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890],ENSG00000148090,ENST00000375731,549,91361913,549.1,,,473,,,,91213815,,2015-07-01T19:32:55Z,,,,,AUH,91361913,91213815,,AUH,http://vmh.uni.lu/_api/genes/473/?format=pcsv,
,,,19,"enoyl CoA hydratase 1, peroxisomal [Source:HGNC Symbol;Acc:HGNC:3149]",ENSG00000104823,ENST00000221418,1891,38832005,1891.1,,,474,,,,38815422,,2015-06-09T13:57:57Z,,,,,ECH1,38832005,38815422,,ECH1,http://vmh.uni.lu/_api/genes/474/?format=pcsv,
EHHADH,,,3,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]",ENSG00000113790,ENST00000231887,1962,185281990,1962.1,,,475,,,,185190624,,2015-07-01T19:32:56Z,,,,,EHHADH,185254098,185190624,,EHHADH,http://vmh.uni.lu/_api/genes/475/?format=pcsv,
,,,X,NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398],ENSG00000147383,ENST00000370274,50814,152869729,50814.1,,,476,,,,152830967,,2015-06-09T13:57:57Z,,,,,NSDHL,152869729,152830967,,NSDHL,http://vmh.uni.lu/_api/genes/476/?format=pcsv,
HSD17B4,,CHEMBL5814,5,hydroxysteroid (17-beta) dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213],ENSG00000133835,ENST00000256216,3295,119637199,3295.1,,,477,,,,119452443,,2015-07-01T19:32:57Z,,,,,HSD17B4,119542333,119452443,,HSD17B4,http://vmh.uni.lu/_api/genes/477/?format=pcsv,
,,,4,methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545],ENSG00000052802,ENST00000261507,6307,165343160,6307.1,,,478,,,,165327623,,2015-06-09T13:57:57Z,,,,,MSMO1,165343160,165327623,,MSMO1,http://vmh.uni.lu/_api/genes/478/?format=pcsv,
,,,X,"ATPase, Ca++ transporting, plasma membrane 3 [Source:HGNC Symbol;Acc:HGNC:816]",ENSG00000067842,ENST00000349466,492,153582939,492.1,,,479,,,,153517676,,2015-06-09T13:57:57Z,,,,,ATP2B3,153580589,153517676,,ATP2B3,http://vmh.uni.lu/_api/genes/479/?format=pcsv,
,,,3,"ATPase, Ca++ transporting, plasma membrane 2 [Source:HGNC Symbol;Acc:HGNC:815]",ENSG00000157087,ENST00000352432,491,10708031,491.1,,,480,,,,10324023,,2015-06-09T13:57:57Z,,,,,ATP2B2,10449613,10324023,,ATP2B2,http://vmh.uni.lu/_api/genes/480/?format=pcsv,
,,,12,"ATPase, Ca++ transporting, plasma membrane 1 [Source:HGNC Symbol;Acc:HGNC:814]",ENSG00000070961,ENST00000359142,490,89709300,490.1,,,481,,,,89588049,,2015-06-09T13:57:57Z,,,,,ATP2B1,89656111,89588049,,ATP2B1,http://vmh.uni.lu/_api/genes/481/?format=pcsv,
